FlightID,DepartureAirport,Path,Arrival Airport,Weather,Visibility (V),Turbulence Intensity (knots)  (TI),Wind Shear (m/s)  (WS),Air Traffic Density  (ATD),Precipitation(P),Pilot Experience(PE),Weather Forecast  Accuracy (%)  (FA),Maintenance History & Health Metrics  (MH),Safety Score
FL1753,BOM,b,CCU,Fog,3,8,7,0.16,0,17,93,4,79
FL1754,MAA,c,PNQ,Smoke,7,7,1,0.13,0,16,72,3,84
FL1755,AMD,a,COK,Fog,8,9,7,0.22,0,23,94,3,77
FL1756,JAI,b,BLR,Rain,5,12,3,0.21,1,19,53,4,69
FL1757,BLR,b,IXC,Fog,7,6,2,0.24,0,9,93,3,72
FL1758,BOM,c,CCU,Rain,4,5,2,0.21,2,24,80,3,70
FL1759,AMD,b,COK,Clear Skies,12,8,6,0.06,0,30,85,3,85
FL1760,BOM,c,CCU,Rain,11,0,2,0.2,7,26,83,4,80
FL1761,JAI,a,BLR,Smoke,6,28,18,0.25,0,10,66,4,64
FL1762,MAA,c,PNQ,Clear Skies,9,20,13,0.16,0,25,80,4,80
FL1763,BOM,a,CCU,Fog,7,21,12,0.05,0,17,73,4,80
FL1764,AMD,b,COK,Fog,8,19,16,0.12,0,4,73,4,68
FL1765,JAI,a,BLR,Fog,8,11,5,0.17,0,20,54,4,80
FL1766,DEL,a,HYD,Fog,2,3,0,0.11,0,25,80,4,84
FL1767,MAA,c,PNQ,Clear Skies,14,9,5,0.02,0,9,85,4,88
FL1768,MAA,b,PNQ,Rain,11,28,24,0.24,2,19,98,4,65
FL1769,BOM,c,CCU,Rain,8,12,6,0.04,3,11,67,4,79
FL1770,BOM,a,CCU,Clear Skies,9,9,4,0.19,0,25,62,4,84
FL1771,DEL,a,HYD,Smoke,5,18,19,0.11,0,27,75,4,74
FL1772,DEL,c,HYD,Rain,9,8,5,0.11,2,20,91,4,86
FL1773,MAA,a,PNQ,Fog,6,9,4,0.13,0,9,72,3,74
FL1774,MAA,a,PNQ,Clear Skies,8,18,10,0.19,0,26,83,4,80
FL1775,DEL,b,HYD,Fog,2,5,4,0.1,0,4,95,4,76
FL1776,MAA,c,PNQ,Clear Skies,11,16,16,0.04,0,16,97,3,83
FL1777,JAI,b,BLR,Smoke,4,20,13,0.08,0,5,74,3,68
FL1778,DEL,c,HYD,Fog,6,7,5,0.22,0,9,62,4,71
FL1779,DEL,b,HYD,Smoke,3,6,0,0.19,0,13,75,4,81
FL1780,BOM,c,CCU,Clear Skies,16,15,12,0.21,0,12,89,4,76
FL1781,BLR,b,IXC,Smoke,7,19,22,0.25,0,12,82,4,59
FL1782,AMD,c,COK,Fog,7,5,7,0.1,0,15,94,1,75
FL1783,JAI,a,BLR,Smoke,2,9,3,0.15,0,16,86,4,80
FL1784,BLR,b,IXC,Rain,5,0,2,0.13,6,21,82,3,74
FL1785,JAI,c,BLR,Clear Skies,13,9,3,0.17,0,30,72,4,89
FL1786,BOM,c,CCU,Clear Skies,14,5,8,0.19,0,23,57,3,80
FL1787,JAI,b,BLR,Fog,4,0,1,0.12,0,23,75,3,81
FL1788,BOM,a,CCU,Rain,6,16,22,0.14,1,12,90,4,62
FL1789,BOM,a,CCU,Clear Skies,14,11,7,0.14,0,15,98,4,86
FL1790,BOM,b,CCU,Smoke,7,2,1,0.11,0,13,80,4,84
FL1791,MAA,a,PNQ,Clear Skies,18,8,1,0.11,0,22,81,3,90
FL1792,JAI,b,BLR,Rain,5,9,1,0.12,3,12,53,3,74
FL1793,DEL,b,HYD,Smoke,6,8,0,0.17,0,24,72,3,84
FL1794,AMD,b,COK,Clear Skies,8,6,3,0.24,0,28,88,4,82
FL1795,DEL,c,HYD,Clear Skies,13,9,7,0.2,0,11,84,4,83
FL1796,BLR,b,IXC,Clear Skies,9,5,0,0.17,0,18,99,4,92
FL1797,JAI,b,BLR,Clear Skies,11,7,1,0.19,0,23,93,4,95
FL1798,DEL,c,HYD,Rain,10,5,5,0.19,2,13,96,4,86
FL1799,AMD,c,COK,Smoke,5,5,5,0.02,0,18,67,4,88
FL1800,BOM,a,CCU,Rain,10,7,7,0.02,6,13,58,3,76
FL1801,AMD,a,COK,Smoke,3,6,4,0.15,0,17,81,4,80
FL1802,JAI,a,BLR,Smoke,4,8,2,0.2,0,17,99,4,78
FL1803,AMD,c,COK,Clear Skies,12,27,24,0.02,0,8,85,4,68
FL1804,JAI,a,BLR,Smoke,8,8,3,0.19,0,9,71,4,80
FL1805,AMD,c,COK,Rain,7,5,1,0.15,7,17,63,4,76
FL1806,BOM,c,CCU,Clear Skies,12,8,2,0.23,0,29,86,1,76
FL1807,DEL,a,HYD,Clear Skies,11,4,1,0.23,0,19,89,3,86
FL1808,DEL,c,HYD,Rain,8,7,4,0.12,2,20,52,4,79
FL1809,BLR,c,IXC,Smoke,5,3,0,0.19,0,22,82,4,87
FL1810,JAI,a,BLR,Fog,7,6,3,0.18,0,16,96,3,83
FL1811,MAA,b,PNQ,Fog,2,5,2,0.04,0,8,85,4,79
FL1812,DEL,a,HYD,Clear Skies,17,7,5,0.19,0,19,64,4,87
FL1813,BLR,a,IXC,Fog,7,6,3,0.01,0,20,94,4,90
FL1814,AMD,c,COK,Rain,11,6,7,0.02,1,8,89,4,81
FL1815,MAA,a,PNQ,Fog,5,6,1,0.08,0,24,59,4,87
FL1816,BOM,c,CCU,Clear Skies,9,5,6,0.15,0,21,66,3,80
FL1817,BOM,a,CCU,Smoke,2,18,10,0.2,0,5,93,3,63
FL1818,DEL,a,HYD,Fog,7,1,1,0.01,0,14,77,3,86
FL1819,BOM,a,CCU,Rain,5,7,4,0.03,3,19,83,3,82
FL1820,BLR,c,IXC,Rain,9,12,3,0.18,1,9,99,4,77
FL1821,DEL,b,HYD,Clear Skies,8,7,6,0.17,0,12,90,4,82
FL1822,MAA,b,PNQ,Clear Skies,10,16,13,0.12,0,11,77,3,77
FL1823,BOM,b,CCU,Smoke,3,5,0,0.2,0,21,92,4,86
FL1824,JAI,c,BLR,Rain,10,22,14,0.07,7,5,60,3,63
FL1825,BOM,c,CCU,Fog,6,9,6,0.13,0,9,81,4,74
FL1826,DEL,a,HYD,Rain,8,0,2,0.23,2,22,91,4,81
FL1827,JAI,a,BLR,Fog,6,4,2,0.05,0,21,94,4,88
FL1828,AMD,b,COK,Clear Skies,14,8,7,0.04,0,25,94,4,92
FL1829,AMD,c,COK,Fog,8,6,7,0.07,0,18,99,4,87
FL1830,DEL,b,HYD,Smoke,6,0,1,0.13,0,22,65,4,87
FL1831,BLR,c,IXC,Clear Skies,12,9,7,0.13,0,10,68,3,80
FL1832,DEL,c,HYD,Smoke,2,21,18,0.06,0,8,86,1,56
FL1833,BOM,c,CCU,Fog,5,11,7,0.14,0,3,76,4,68
FL1834,JAI,b,BLR,Smoke,8,10,1,0.17,0,20,54,4,86
FL1835,AMD,b,COK,Fog,7,1,1,0.09,0,2,64,4,78
FL1836,MAA,b,PNQ,Rain,4,5,3,0.22,6,28,80,4,70
FL1837,BLR,c,IXC,Smoke,4,2,1,0.22,0,9,98,3,73
FL1838,MAA,c,PNQ,Smoke,6,0,0,0.23,0,30,86,3,80
FL1839,BLR,c,IXC,Fog,5,4,0,0.12,0,28,55,4,83
FL1840,DEL,a,HYD,Clear Skies,8,5,7,0.22,0,11,68,3,72
FL1841,BLR,c,IXC,Clear Skies,9,5,4,0.06,0,9,81,3,80
FL1842,MAA,b,PNQ,Fog,8,11,5,0.03,0,22,58,4,86
FL1843,AMD,a,COK,Rain,4,8,4,0.16,2,7,87,4,71
FL1844,AMD,c,COK,Smoke,4,10,6,0.07,0,24,93,3,78
FL1845,JAI,a,BLR,Rain,9,10,6,0.13,3,21,54,4,75
FL1846,MAA,c,PNQ,Fog,3,5,3,0.22,0,16,77,4,76
FL1847,BLR,b,IXC,Fog,3,7,4,0.05,0,22,90,4,87
FL1848,BOM,b,CCU,Rain,4,11,7,0.18,3,24,90,4,74
FL1849,MAA,c,PNQ,Smoke,7,18,16,0.24,0,26,80,4,69
FL1850,JAI,b,BLR,Clear Skies,10,10,6,0.19,0,30,85,4,86
FL1851,MAA,b,PNQ,Clear Skies,17,19,16,0.07,0,18,99,4,84
FL1852,MAA,a,PNQ,Rain,10,14,12,0.22,1,24,65,4,76
FL1853,DEL,c,HYD,Clear Skies,14,8,7,0.1,0,15,66,4,88
FL1854,JAI,a,BLR,Fog,3,5,0,0.25,0,21,63,3,74
FL1855,BOM,c,CCU,Clear Skies,14,10,7,0.1,0,14,97,4,85
FL1856,BOM,a,CCU,Smoke,3,19,20,0.04,0,12,83,4,72
FL1857,AMD,b,COK,Fog,2,12,4,0.07,0,25,85,3,77
FL1858,AMD,b,COK,Smoke,3,18,25,0.1,0,2,57,3,51
FL1859,BOM,c,CCU,Smoke,4,12,7,0.25,0,22,84,4,70
FL1860,MAA,b,PNQ,Rain,11,13,15,0.24,1,28,64,4,70
FL1861,BLR,b,IXC,Fog,2,4,1,0.11,0,3,60,4,73
FL1862,AMD,a,COK,Clear Skies,18,13,14,0.15,0,13,61,4,78
FL1863,MAA,b,PNQ,Smoke,5,5,0,0.16,0,11,98,4,86
FL1864,MAA,a,PNQ,Fog,7,6,1,0.19,0,13,65,3,81
FL1865,MAA,c,PNQ,Rain,7,6,5,0.02,6,22,93,4,84
FL1866,BOM,c,CCU,Rain,10,9,5,0.04,1,22,81,3,88
FL1867,DEL,b,HYD,Clear Skies,11,9,1,0.01,0,12,68,4,95
FL1868,BOM,c,CCU,Smoke,6,6,7,0.17,0,16,88,4,80
FL1869,BOM,a,CCU,Smoke,7,10,5,0.11,0,19,64,3,78
FL1870,BOM,c,CCU,Rain,4,9,4,0.15,3,11,65,3,71
FL1871,JAI,a,BLR,Clear Skies,10,10,7,0.1,0,4,70,3,76
FL1872,MAA,b,PNQ,Smoke,6,9,6,0.09,0,27,79,4,82
FL1873,JAI,c,BLR,Fog,2,9,0,0.06,0,21,94,4,89
FL1874,BLR,c,IXC,Clear Skies,9,19,25,0.08,0,25,69,3,68
FL1875,MAA,c,PNQ,Fog,2,3,2,0.13,0,21,80,3,77
FL1876,BLR,a,IXC,Rain,6,8,7,0.09,1,19,77,4,79
FL1877,BLR,c,IXC,Clear Skies,8,8,4,0.17,0,13,86,4,83
FL1878,BOM,a,CCU,Rain,7,10,3,0.1,1,30,57,4,78
FL1879,BLR,b,IXC,Fog,2,7,8,0.15,0,20,99,4,79
FL1880,DEL,c,HYD,Smoke,5,10,4,0.2,0,3,99,3,69
FL1881,JAI,a,BLR,Clear Skies,18,11,3,0.04,0,24,63,4,89
FL1882,BOM,a,CCU,Clear Skies,12,18,24,0.09,0,22,91,4,77
FL1883,DEL,b,HYD,Clear Skies,16,5,0,0.02,0,27,76,4,98
FL1884,DEL,b,HYD,Fog,2,7,4,0.18,0,6,60,4,72
FL1885,BLR,b,IXC,Rain,10,4,0,0.19,2,17,79,1,81
FL1886,BLR,c,IXC,Smoke,7,10,6,0.15,0,3,60,3,65
FL1887,JAI,b,BLR,Clear Skies,18,14,12,0.06,0,22,54,3,78
FL1888,BOM,c,CCU,Fog,4,22,15,0.14,0,5,82,4,62
FL1889,BLR,a,IXC,Clear Skies,17,6,5,0.1,0,8,59,4,81
FL1890,DEL,b,HYD,Clear Skies,12,9,5,0.04,0,18,82,4,94
FL1891,AMD,b,COK,Fog,7,6,1,0.19,0,23,87,4,87
FL1892,BOM,c,CCU,Rain,7,9,4,0.18,7,11,93,4,74
FL1893,BLR,b,IXC,Smoke,4,6,4,0.12,0,21,81,4,80
FL1894,DEL,c,HYD,Fog,6,6,4,0.21,0,29,74,3,76
FL1895,BOM,c,CCU,Smoke,8,3,1,0.05,0,2,68,3,80
FL1896,BLR,c,IXC,Fog,3,8,2,0.14,0,14,56,4,75
FL1897,JAI,c,BLR,Clear Skies,13,10,5,0.09,0,28,78,3,89
FL1898,DEL,b,HYD,Smoke,4,10,5,0.1,0,9,63,3,71
FL1899,AMD,b,COK,Clear Skies,14,16,15,0.19,0,18,97,3,79
FL1900,JAI,b,BLR,Fog,2,19,15,0.04,0,11,74,4,72
FL1901,DEL,c,HYD,Smoke,5,6,7,0.12,0,21,97,4,82
FL1902,BOM,a,CCU,Rain,8,22,16,0.16,4,13,81,4,65
FL1903,JAI,a,BLR,Clear Skies,13,7,6,0.15,0,11,67,3,80
FL1904,BOM,b,CCU,Rain,6,7,6,0.05,5,7,98,3,69
FL1905,JAI,b,BLR,Clear Skies,14,17,16,0.19,0,16,73,4,80
FL1906,DEL,a,HYD,Rain,11,5,3,0.25,3,16,80,3,79
FL1907,MAA,c,PNQ,Rain,8,8,7,0.24,4,6,83,4,66
FL1908,JAI,c,BLR,Fog,7,7,7,0.18,0,20,88,4,80
FL1909,DEL,c,HYD,Rain,10,5,4,0.05,7,16,95,3,82
FL1910,MAA,c,PNQ,Clear Skies,11,5,8,0.14,0,6,56,4,77
FL1911,DEL,c,HYD,Fog,7,11,5,0.13,0,27,66,4,81
FL1912,DEL,b,HYD,Smoke,5,8,3,0.04,0,12,92,3,84
FL1913,BOM,c,CCU,Clear Skies,8,4,1,0.12,0,14,68,4,87
FL1914,JAI,b,BLR,Smoke,2,9,2,0.03,0,11,96,3,81
FL1915,MAA,c,PNQ,Rain,10,8,1,0.15,4,5,85,4,81
FL1916,AMD,c,COK,Smoke,3,5,3,0.12,0,21,81,3,77
FL1917,BOM,a,CCU,Smoke,7,12,3,0.17,0,11,68,4,78
FL1918,MAA,b,PNQ,Clear Skies,12,8,0,0.23,0,6,74,3,80
FL1919,MAA,c,PNQ,Clear Skies,14,7,6,0.03,0,24,97,3,89
FL1920,BLR,a,IXC,Fog,3,12,7,0.1,0,8,64,4,68
FL1921,BOM,c,CCU,Fog,8,20,15,0.12,0,14,74,3,71
FL1922,AMD,a,COK,Rain,5,4,1,0.16,7,14,65,3,72
FL1923,BOM,b,CCU,Clear Skies,12,16,24,0.25,0,12,66,4,65
FL1924,DEL,b,HYD,Clear Skies,14,9,7,0.16,0,20,79,3,83
FL1925,DEL,c,HYD,Fog,6,11,5,0.22,0,11,71,4,74
FL1926,AMD,a,COK,Clear Skies,13,7,2,0.22,0,30,72,4,85
FL1927,JAI,c,BLR,Fog,2,9,1,0.06,0,26,66,3,83
FL1928,DEL,b,HYD,Fog,2,13,13,0.11,0,22,90,4,77
FL1929,BLR,c,IXC,Smoke,5,7,5,0.05,0,29,90,3,85
FL1930,AMD,b,COK,Clear Skies,18,5,4,0.19,0,11,66,4,86
FL1931,BLR,b,IXC,Fog,8,10,2,0.01,0,17,86,4,91
FL1932,MAA,a,PNQ,Rain,6,12,3,0.21,1,3,86,4,65
FL1933,AMD,c,COK,Smoke,4,25,24,0.17,0,4,66,4,52
FL1934,DEL,b,HYD,Smoke,7,8,7,0.08,0,25,95,4,84
FL1935,DEL,a,HYD,Rain,9,9,7,0.15,2,15,92,3,79
FL1936,BLR,c,IXC,Fog,7,6,5,0.14,0,6,91,4,80
FL1937,DEL,b,HYD,Clear Skies,14,8,7,0.16,0,11,72,4,83
FL1938,BLR,c,IXC,Smoke,8,21,25,0.2,0,3,76,4,53
FL1939,MAA,c,PNQ,Smoke,4,14,14,0.08,0,16,79,1,68
FL1940,BOM,a,CCU,Smoke,7,12,6,0.12,0,20,74,4,77
FL1941,AMD,a,COK,Clear Skies,18,12,3,0.06,0,9,74,3,80
FL1942,JAI,a,BLR,Rain,5,5,6,0.17,7,3,96,4,64
FL1943,AMD,c,COK,Fog,8,6,3,0.22,0,28,63,4,80
FL1944,AMD,c,COK,Clear Skies,9,11,4,0.21,0,30,87,4,80
FL1945,MAA,b,PNQ,Clear Skies,18,7,3,0.12,0,15,82,4,89
FL1946,JAI,b,BLR,Smoke,5,9,4,0.01,0,14,57,4,83
FL1947,BOM,b,CCU,Fog,2,11,3,0.07,0,19,63,3,75
FL1948,DEL,c,HYD,Clear Skies,10,7,4,0.01,0,18,85,4,94
FL1949,AMD,c,COK,Fog,4,6,3,0.03,0,10,70,3,79
FL1950,JAI,a,BLR,Smoke,5,6,6,0.17,0,23,93,3,79
FL1951,BLR,a,IXC,Clear Skies,14,10,4,0.08,0,25,96,3,91
FL1952,BOM,a,CCU,Rain,8,4,1,0.22,4,5,73,3,71
FL1953,JAI,c,BLR,Smoke,4,18,19,0.21,0,19,96,4,68
FL1954,DEL,b,HYD,Clear Skies,17,27,22,0.2,0,25,84,4,70
FL1955,DEL,a,HYD,Rain,6,10,4,0.03,6,28,94,3,81
FL1956,AMD,c,COK,Clear Skies,13,6,1,0.2,0,5,79,4,83
FL1957,DEL,c,HYD,Rain,8,24,21,0.22,5,6,76,3,47
FL1958,DEL,a,HYD,Smoke,6,2,0,0.02,0,25,93,3,91
FL1959,MAA,b,PNQ,Smoke,8,6,3,0.04,0,23,64,4,89
FL1960,BOM,c,CCU,Smoke,2,20,14,0.15,0,16,95,4,77
FL1961,DEL,a,HYD,Fog,3,5,7,0.23,0,8,59,4,64
FL1962,BOM,b,CCU,Clear Skies,12,5,0,0.1,0,18,99,4,98
FL1963,JAI,b,BLR,Fog,6,9,6,0.15,0,30,65,4,80
FL1964,JAI,c,BLR,Fog,7,8,7,0.05,0,23,77,4,82
FL1965,BLR,c,IXC,Rain,8,8,3,0.14,2,13,98,4,83
FL1966,DEL,a,HYD,Rain,11,11,3,0.2,2,23,98,3,79
FL1967,BOM,a,CCU,Rain,5,23,18,0.15,4,4,83,3,53
FL1968,MAA,c,PNQ,Rain,4,7,3,0.08,4,26,71,4,77
FL1969,BOM,a,CCU,Rain,7,18,19,0.12,1,2,84,4,62
FL1970,BOM,c,CCU,Clear Skies,8,9,4,0.15,0,3,75,4,77
FL1971,BOM,c,CCU,Fog,6,9,3,0.1,0,14,81,3,80
FL1972,BLR,c,IXC,Rain,7,11,5,0.12,3,21,52,4,74
FL1973,MAA,c,PNQ,Rain,6,0,2,0.08,2,21,81,4,83
FL1974,MAA,c,PNQ,Smoke,7,11,5,0.06,0,14,87,3,77
FL1975,BOM,c,CCU,Rain,10,6,6,0.06,2,25,61,4,83
FL1976,JAI,c,BLR,Rain,4,12,6,0.07,5,13,92,4,70
FL1977,BOM,c,CCU,Rain,7,6,6,0.24,6,30,58,4,67
FL1978,BOM,c,CCU,Smoke,4,5,4,0.13,0,6,94,3,74
FL1979,DEL,b,HYD,Smoke,6,12,5,0.17,0,6,76,1,66
FL1980,DEL,a,HYD,Fog,6,10,3,0.13,0,14,73,4,80
FL1981,JAI,c,BLR,Rain,11,8,6,0.14,4,24,96,4,82
FL1982,MAA,b,PNQ,Smoke,7,3,0,0.04,0,13,93,3,88
FL1983,AMD,c,COK,Fog,8,9,5,0.17,0,8,82,4,80
FL1984,AMD,a,COK,Rain,8,6,4,0.18,5,27,86,4,80
FL1985,JAI,a,BLR,Fog,8,15,10,0.03,0,16,95,4,87
FL1986,DEL,c,HYD,Clear Skies,17,9,3,0.17,0,2,54,4,76
FL1987,DEL,a,HYD,Smoke,7,5,5,0.24,0,4,72,4,70
FL1988,AMD,b,COK,Fog,5,0,0,0.2,0,6,67,4,81
FL1989,AMD,b,COK,Rain,9,8,1,0.03,2,28,98,4,94
FL1990,DEL,c,HYD,Smoke,6,4,1,0.19,0,8,97,4,83
FL1991,AMD,a,COK,Smoke,6,8,2,0.2,0,25,99,4,81
FL1992,BLR,c,IXC,Clear Skies,16,20,24,0.2,0,9,79,3,59
FL1993,JAI,b,BLR,Clear Skies,10,7,2,0.14,0,6,87,4,83
FL1994,JAI,b,BLR,Clear Skies,8,1,2,0.15,0,10,79,3,80
FL1995,JAI,c,BLR,Smoke,5,6,4,0.04,0,22,95,4,90
FL1996,AMD,c,COK,Rain,5,3,0,0.16,3,28,79,4,84
FL1997,DEL,b,HYD,Smoke,2,8,5,0.15,0,6,85,3,71
FL1998,DEL,c,HYD,Clear Skies,18,16,15,0.21,0,19,74,4,75
FL1999,JAI,a,BLR,Clear Skies,8,6,5,0.24,0,15,89,4,82
FL2000,DEL,a,HYD,Clear Skies,14,5,4,0.22,0,17,80,3,82
FL2001,JAI,a,BLR,Rain,11,5,3,0.04,7,19,86,4,85
FL2002,BLR,c,IXC,Fog,3,8,7,0.18,0,25,52,4,72
FL2003,AMD,a,COK,Clear Skies,16,8,1,0.07,0,3,76,4,86
FL2004,BLR,a,IXC,Clear Skies,10,11,3,0.1,0,9,61,3,78
FL2005,AMD,b,COK,Rain,6,9,5,0.23,3,12,95,3,72
FL2006,MAA,a,PNQ,Fog,4,10,7,0.19,0,26,90,4,79
FL2007,BLR,b,IXC,Rain,9,16,17,0.04,5,12,91,3,71
FL2008,BOM,c,CCU,Fog,5,10,7,0.04,0,18,98,4,86
FL2009,BOM,b,CCU,Fog,8,6,7,0.08,0,27,88,1,76
FL2010,JAI,c,BLR,Rain,10,6,0,0.17,5,6,61,4,79
FL2011,JAI,a,BLR,Rain,5,7,7,0.21,7,6,71,3,57
FL2012,JAI,c,BLR,Clear Skies,17,17,10,0.08,0,12,64,3,77
FL2013,AMD,b,COK,Clear Skies,9,6,3,0.14,0,15,57,4,84
FL2014,BLR,c,IXC,Smoke,2,9,0,0.24,0,28,68,4,80
FL2015,BLR,c,IXC,Rain,7,11,5,0.16,5,7,94,3,68
FL2016,MAA,a,PNQ,Smoke,5,6,1,0.14,0,19,86,4,87
FL2017,BOM,b,CCU,Clear Skies,18,30,21,0.18,0,23,59,4,68
FL2018,BOM,c,CCU,Smoke,7,6,5,0.23,0,16,91,3,78
FL2019,JAI,b,BLR,Fog,6,25,17,0.2,0,21,56,4,69
FL2020,BOM,c,CCU,Smoke,3,0,1,0.07,0,2,65,3,74
FL2021,BOM,a,CCU,Smoke,7,30,17,0.14,0,2,66,4,62
FL2022,DEL,a,HYD,Fog,4,2,0,0.1,0,24,94,3,86
FL2023,BOM,c,CCU,Smoke,8,6,4,0.11,0,27,56,4,84
FL2024,JAI,c,BLR,Fog,8,9,6,0.1,0,17,74,3,80
FL2025,AMD,c,COK,Clear Skies,16,7,4,0.21,0,11,68,4,82
FL2026,BOM,b,CCU,Fog,5,5,5,0.22,0,24,98,4,81
FL2027,BOM,a,CCU,Rain,5,8,7,0.1,1,17,53,4,72
FL2028,JAI,a,BLR,Clear Skies,18,4,1,0.09,0,12,70,3,89
FL2029,AMD,c,COK,Rain,6,10,6,0.17,3,5,74,4,71
FL2030,AMD,c,COK,Smoke,2,5,6,0.17,0,6,89,3,68
FL2031,JAI,a,BLR,Smoke,5,7,3,0.06,0,18,79,4,86
FL2032,BLR,b,IXC,Clear Skies,10,8,4,0.15,0,24,91,4,92
FL2033,BOM,c,CCU,Clear Skies,13,6,2,0.16,0,20,60,3,84
FL2034,BOM,a,CCU,Fog,8,5,7,0.04,0,6,63,4,79
FL2035,JAI,b,BLR,Rain,11,11,5,0.18,3,30,96,4,86
FL2036,BOM,c,CCU,Fog,2,17,13,0.21,0,25,82,4,70
FL2037,AMD,a,COK,Clear Skies,14,9,7,0.18,0,7,90,4,82
FL2038,MAA,a,PNQ,Smoke,6,11,7,0.12,0,12,88,3,71
FL2039,BLR,b,IXC,Fog,7,2,0,0.19,0,30,92,4,89
FL2040,AMD,a,COK,Smoke,7,16,15,0.02,0,11,90,4,77
FL2041,BOM,c,CCU,Smoke,6,9,7,0.16,0,2,84,4,71
FL2042,DEL,c,HYD,Fog,5,22,21,0.06,0,7,73,4,60
FL2043,MAA,a,PNQ,Clear Skies,9,20,10,0.03,0,20,83,3,82
FL2044,BOM,a,CCU,Fog,2,0,2,0.16,0,11,67,1,68
FL2045,AMD,a,COK,Rain,9,5,0,0.14,7,25,55,3,74
FL2046,BOM,c,CCU,Clear Skies,9,6,4,0.11,0,21,66,4,86
FL2047,MAA,b,PNQ,Clear Skies,15,8,6,0.02,0,28,52,3,83
FL2048,BOM,b,CCU,Smoke,2,29,25,0.23,0,24,60,4,54
FL2049,JAI,a,BLR,Clear Skies,11,10,0,0.19,0,11,78,3,87
FL2050,AMD,b,COK,Fog,8,18,13,0.16,0,14,95,4,80
FL2051,DEL,c,HYD,Smoke,5,8,7,0.09,0,5,81,4,76
FL2052,AMD,b,COK,Rain,10,7,3,0.08,2,14,85,4,86
FL2053,BLR,c,IXC,Rain,11,6,3,0.02,6,4,60,3,74
FL2054,BLR,c,IXC,Fog,3,6,3,0.14,0,26,87,4,80
FL2055,AMD,b,COK,Smoke,8,28,24,0.2,0,12,76,4,64
FL2056,AMD,a,COK,Rain,7,12,5,0.11,6,23,83,3,72
FL2057,BOM,b,CCU,Smoke,6,8,0,0.08,0,27,67,4,89
FL2058,AMD,c,COK,Clear Skies,12,5,7,0.06,0,24,72,4,88
FL2059,DEL,c,HYD,Fog,5,4,0,0.19,0,2,88,4,78
FL2060,DEL,c,HYD,Rain,6,9,1,0.07,7,14,56,4,75
FL2061,AMD,c,COK,Fog,8,0,0,0.03,0,30,92,1,88
FL2062,AMD,a,COK,Smoke,3,7,0,0.06,0,4,82,3,74
FL2063,BLR,c,IXC,Rain,10,16,13,0.24,6,3,71,3,61
FL2064,BLR,a,IXC,Smoke,6,6,6,0.01,0,15,55,4,80
FL2065,BLR,c,IXC,Fog,3,10,4,0.03,0,13,66,4,82
FL2066,AMD,a,COK,Smoke,3,12,4,0.13,0,29,84,4,78
FL2067,BOM,c,CCU,Smoke,2,8,1,0.23,0,25,85,3,77
FL2068,BLR,a,IXC,Clear Skies,17,7,6,0.04,0,23,83,3,87
FL2069,BOM,a,CCU,Clear Skies,9,23,16,0.23,0,20,84,3,67
FL2070,JAI,c,BLR,Rain,11,22,13,0.06,4,5,64,3,66
FL2071,AMD,a,COK,Rain,7,17,22,0.2,5,17,52,4,56
FL2072,BOM,b,CCU,Clear Skies,10,9,6,0.1,0,4,99,3,76
FL2073,BOM,b,CCU,Rain,10,11,5,0.24,2,7,97,3,73
FL2074,BLR,c,IXC,Smoke,3,6,3,0.01,0,2,86,3,73
FL2075,AMD,a,COK,Smoke,6,14,9,0.05,0,17,86,4,82
FL2076,MAA,b,PNQ,Smoke,2,11,5,0.25,0,4,74,4,65
FL2077,MAA,c,PNQ,Clear Skies,14,11,3,0.02,0,4,84,4,83
FL2078,BOM,c,CCU,Smoke,7,6,4,0.23,0,13,75,3,73
FL2079,JAI,a,BLR,Fog,2,16,10,0.17,0,23,79,4,74
FL2080,BOM,a,CCU,Smoke,3,6,7,0.12,0,28,93,4,79
FL2081,BOM,a,CCU,Fog,6,7,7,0.17,0,11,74,4,77
FL2082,JAI,b,BLR,Clear Skies,16,25,24,0.17,0,3,83,4,61
FL2083,AMD,b,COK,Rain,5,2,1,0.01,6,9,61,3,74
FL2084,BLR,c,IXC,Clear Skies,17,8,3,0.02,0,5,59,4,86
FL2085,AMD,c,COK,Rain,7,11,3,0.04,5,23,62,3,74
FL2086,BLR,b,IXC,Fog,7,8,0,0.22,0,11,91,4,82
FL2087,JAI,a,BLR,Smoke,5,10,7,0.15,0,12,70,1,68
FL2088,DEL,a,HYD,Rain,7,22,17,0.13,1,6,99,4,65
FL2089,BOM,a,CCU,Fog,8,8,5,0.13,0,26,97,4,89
FL2090,DEL,b,HYD,Rain,10,17,9,0.13,2,22,83,4,80
FL2091,BOM,c,CCU,Rain,6,11,7,0.06,1,12,79,4,74
FL2092,MAA,b,PNQ,Fog,2,9,7,0.18,0,30,60,4,74
FL2093,MAA,c,PNQ,Rain,10,6,5,0.03,2,30,64,1,80
FL2094,BLR,c,IXC,Rain,7,22,15,0.16,3,10,87,4,65
FL2095,MAA,c,PNQ,Rain,4,19,11,0.24,4,12,75,4,61
FL2096,JAI,c,BLR,Rain,4,12,7,0.04,6,11,68,4,70
FL2097,MAA,b,PNQ,Rain,6,4,0,0.14,3,18,90,4,86
FL2098,JAI,a,BLR,Smoke,6,7,4,0.07,0,9,67,4,80
